probe,gene_symbol
1416758_at,Arhgap27
1416759_at,Mical1
1416760_at,Galnt16
1416761_at,Hsd11b2
1416762_at,S100a10
1416763_at,Cdc123
1416764_at,Fis1
1416765_s_at,Pam16
1416766_at,Marc2
1416767_a_at,Smim14
1416768_at,Smim14
1416769_s_at,Atp6v0b
1416770_at,Stk25
1416771_at,Trappc3
1416772_at,Cpt2
1416773_at,Wee1
1416774_at,Wee1
1416775_at,Atp5sl
1416776_at,Crym
1416777_at,Ceacam12
1416778_at,Sdpr
1416779_at,Sdpr
1416780_at,Pfkm
1416781_at,Praf2
1416782_s_at,Praf2
1416783_at,Tac1
1416784_at,Pgk2
1416785_at,Kcnip1
1416786_at,Acvr1
1416787_at,Acvr1
1416788_a_at,Idh3g
1416789_at,Idh3g
1416790_a_at,Gm9855///Tdg-ps///Tdg
1416791_a_at,Nxf1
1416792_at,Ppm1g
1416793_at,Atl2
1416794_at,Atl2
1416795_at,Cryl1
1416796_at,Nck2
1416797_at,Nck2
1416798_a_at,Nme4
1416799_at,Trpm7
1416800_at,Trpm7
1416801_at,Trpm7
1416802_a_at,Cdca5
1416803_at,Fkbp7
1416804_at,Ehbp1l1
1416805_at,Fam198b
1416806_at,Fdxr
1416807_at,Rpl36al///Rpl36a
1416808_at,Nid1
1416809_at,Cyp3a11
1416810_at,Mea1
1416811_s_at,Ctla2b///Ctla2a
1416812_at,Tia1
1416813_at,Tia1
1416814_at,Tia1
1416815_s_at,Bub3
1416816_at,Nek7
1416817_at,Nek7
1416818_at,Parva
1416819_at,Cdc37
1416820_at,Cdc37
1416821_at,Dgcr14
1416822_at,Dgcr14
1416823_a_at,Osbpl1a
1416824_at,B230118H07Rik
1416825_at,Snta1
1416826_a_at,Med20
1416827_at,Tbxas1
1416828_at,Snap25
1416829_at,Atp5b
1416830_at,Glmp
1416831_at,Neu1
1416832_at,Slc39a8
1416833_at,Keg1
1416834_x_at,Ndufb2
1416835_s_at,Amd1
1416836_at,Lrp10
1416837_at,Bax
1416838_at,Mut
1416839_at,Mut
1416840_at,Mid1ip1
1416841_at,1110059E24Rik
1416842_at,Gstm5
1416843_at,Pde6d
1416844_at,Prmt2
1416845_at,Tmem132a
1416846_a_at,Pdzrn3
1416847_s_at,Oas1e///Oas1d
1416848_at,Ubl5
1416849_at,Cisd1
1416850_s_at,Cisd1
1416851_at,St13
1416852_a_at,Ncdn
1416853_at,Ncdn
1416854_at,Slc34a2
1416855_at,Gas1
1416856_at,Oser1
1416857_at,Sdf2
1416858_a_at,Fkbp3
1416859_at,Fkbp3
1416860_s_at,Ing1
1416861_at,Stam
1416862_at,Stam
1416863_at,Abhd8
1416864_at,Surf6
1416865_at,Fgd1
1416866_at,Bet1
1416867_at,Bet1
1416868_at,Cdkn2c
1416869_x_at,Zgpat///Lime1
1416870_at,Dnal4
1416871_at,Adam8
1416872_at,Tspan6
1416873_a_at,Cdk2
1416874_a_at,Paf1
1416875_at,Parvg
1416876_at,Parvg
1416877_a_at,Mrpl51
1416878_at,Mrpl51
1416879_at,Mrpl51
1416880_at,Mcl1
1416881_at,Mcl1
1416882_at,Rgs10
1416883_at,Clptm1
1416884_at,Gm6917///Gm6901///Cbx3-ps5///Cbx3
1416885_at,1110038F14Rik
1416886_at,C1d
1416887_at,C1d
1416888_at,Fadd
1416889_at,Tnni2
1416890_at,Wdr74
1416891_at,Numb
1416892_s_at,Fam107b
1416893_at,Fam107b
1416894_at,Hspbp1
1416895_at,Efna1
1416896_at,Rps6ka1
1416897_at,Parp9
1416898_a_at,Irf3
1416899_at,Utf1
1416900_s_at,Cers1///Gdf1
1416901_at,Npc2
1416902_a_at,Cox5b
1416903_at,Nucb1
1416904_at,Mbnl1
1416905_at,Guca2a
1416906_at,Anapc5
1416907_at,Tsn
1416908_s_at,Tsn
1416909_at,Pigyl
1416910_at,Dnajc15
1416911_a_at,Akirin1
1416912_at,Akirin1
1416913_at,Ces1c
1416914_s_at,Sssca1///Fam89b
1416915_at,Msh6
1416916_at,Elf3
1416917_at,1700123O20Rik
1416918_at,Dlg3
1416919_a_at,Nphp1
1416920_at,Gm21992///Rbm4
1416921_x_at,Aldoa
1416922_a_at,Bnip3l-ps///Bnip3l
1416923_a_at,Bnip3l-ps///Bnip3l
1416924_at,Bri3
1416925_at,Kpnb1
1416926_at,Trp53inp1
1416927_at,Trp53inp1
1416928_at,Rbm12
1416929_at,Rbm12
1416930_at,Ly6d
1416931_at,Nif3l1
1416932_at,Cog2
1416933_at,Por
1416934_at,Mtm1
1416935_at,Trpv2
1416936_at,Aatk
1416937_at,Gabarap
1416938_at,Chchd1
1416939_at,Ppa1
1416940_at,Ppif
1416941_s_at,Eif4h
1416942_at,Erap1
1416943_at,Ube2e1
1416944_a_at,Tlk2
1416945_at,Ptov1
1416946_a_at,Acaa1b///Acaa1a
1416947_s_at,Acaa1b///Acaa1a
1416948_at,Mrpl23
1416949_s_at,Slc39a7
1416950_at,Tnfaip8
1416951_a_at,Atp6v1d
1416952_at,Atp6v1d
1416953_at,Ctgf
1416954_at,Slc25a10
1416955_at,Slc25a10
1416956_at,Kcnab2
1416957_at,Pou2af1
1416958_at,Nr1d2
1416959_at,Nr1d2
1416960_at,B3gat3
1416961_at,Bub1b
1416962_at,Rcc1
1416963_at,Ubac1
1416964_at,Eefsec
1416965_at,Pcsk1n
1416966_at,Slc22a8
1416967_at,Sox2
1416968_a_at,Hsd3b7
1416969_at,Gtse1
1416970_a_at,Cox7a2
1416971_at,Cox7a2
1416972_at,LOC100862468///Nhp2l1
1416973_at,LOC100862468///Nhp2l1
1416974_at,Stam2
1416975_at,Stam2
1416976_at,Stam2
1416977_at,Stam2
1416978_at,Fcgrt
1416979_at,Pomp
1416980_at,Mettl7b
1416981_at,Foxo1
1416982_at,Foxo1
1416983_s_at,Foxo1
1416984_at,Mrps18a
1416985_at,Sirpa
1416986_a_at,Sirpa
1416987_at,Elp4
1416988_at,Msh2
1416989_at,Vps53
1416990_at,Rxrb
1416991_at,Mto1
1416992_at,Mfng
1416993_at,Cog4
1416994_at,Ttc1
1416995_at,Pacsin3
1416996_at,Tbc1d8
1416997_a_at,Hap1
1416998_at,Rrs1
1416999_at,Smpd2
1417000_at,Abtb1
1417001_a_at,Rsrp1
1417002_at,0610012G03Rik
1417003_at,0610012G03Rik
1417004_at,Tsg101
1417005_at,Klc1
1417006_at,Commd4
1417007_a_at,Vps4b
1417008_at,Crat
1417009_at,C1ra
1417010_at,Zbtb18
1417011_at,Sdc2
1417012_at,Sdc2
1417013_at,Hspb8
1417014_at,Hspb8
1417015_at,Rassf3
1417016_at,Mapkapk5
1417017_at,Cyp17a1
1417018_at,Efemp2
1417019_a_at,Cdc6
1417020_at,Spata4
1417021_a_at,Spo11
1417022_at,Slc7a3
1417023_a_at,Fabp4
1417024_at,Hars
1417025_at,H2-Eb1
1417026_at,Pfdn1
1417027_at,Trim2
1417028_a_at,Trim2
1417029_a_at,Trim2
1417030_at,Tmem206
1417031_at,Tmem206
1417032_at,Ube2g2
1417033_at,Ube2g2
1417034_at,Trappc6a
1417035_at,Sac3d1
1417036_at,Sac3d1
1417037_at,Orc6
1417038_at,Sept9
1417039_a_at,Cul7
1417040_a_at,Bok
1417041_at,Polr1c
1417042_at,Slc37a4
1417043_at,Lcat
1417044_at,Lcmt1
1417045_at,Bid
1417046_at,Nprl2
1417047_at,Prom2
1417048_at,Prom2
1417049_at,Rhd
1417050_at,C1qtnf4
1417051_at,Pcdh8
1417052_at,Psmb3
1417053_at,1700071K01Rik///Phb
1417054_a_at,Sf3b6
1417055_at,Sf3b6
1417056_at,Psme1
1417057_a_at,Lamp3///Ppid
1417058_a_at,Krtcap2
1417059_at,Krtcap2
1417060_at,Ppp1r11
1417061_at,Slc40a1
1417062_at,Armc10
1417063_at,C1qb
1417064_at,Jagn1
1417065_at,Egr1
1417066_at,Coq8a
1417067_s_at,Coq8a
1417068_a_at,Ptpn1
1417069_a_at,Gmfb
1417070_at,Cyp4v3
1417071_s_at,Cyp4v3
1417072_at,Slc22a6
1417073_a_at,Qk
1417074_at,Ceacam10
1417075_at,Fam136a
1417076_at,Fabp9
1417077_at,Bcap29
1417078_at,Lgals2
1417079_s_at,Lgals2
1417080_a_at,Ecsit
1417081_a_at,Syngr2
1417082_at,Anp32b
1417083_at,Sec61b
1417084_at,Eif4ebp2
1417085_at,Akr1c6
1417086_at,Pafah1b1
1417087_at,Glg1
1417088_at,Zfp346
1417089_a_at,Ckmt1
1417090_at,Rcn1
1417091_at,Chuk
1417092_at,Pth1r
1417093_a_at,Gtf2h4
1417094_at,Acot7
1417095_a_at,Hspa14
1417096_at,Rrp15
1417097_at,Mecr
1417098_s_at,Mecr
1417099_at,Ftsj1
1417100_at,Cd320
1417101_at,Hspa2
1417102_a_at,Ndufb5
1417103_at,Ddt
1417104_at,Emp3
1417105_at,Trappc2l
1417106_at,Tpd52l2
1417107_at,Tpd52l2
1417108_at,Klc4
1417109_at,Tinagl1
1417110_at,Man1a
1417111_at,Man1a
1417112_at,Arl2bp
1417113_at,Gmcl1
1417114_at,Gmcl1
1417115_at,Map3k12
1417116_at,Slc6a8
1417117_at,Cstf1
1417118_a_at,Naa10
1417119_at,Zfpl1
1417120_at,Miip
1417121_at,Gabra6
1417122_at,Vav3
1417123_at,Vav3
1417124_at,Dstn
1417125_at,Ahcy
1417126_a_at,Rpl22l1
1417127_at,Msx1
1417128_at,Plekho1
1417129_a_at,Meis2
1417130_s_at,Angptl4
1417131_at,Cdc25a
1417132_at,Cdc25a
1417133_at,Pmp22
1417134_at,Srpk2
1417135_at,Srpk2
1417136_s_at,Srpk2
1417137_at,Uck2
1417138_s_at,Polr2e
1417139_at,Dsn1
1417140_a_at,Ptpn2
1417141_at,Igtp
1417142_at,Fam120b
1417143_at,Lpar1
1417144_at,Tubg1
1417145_at,Nfxl1
1417146_at,Mri1
1417147_at,Fam69b
1417148_at,Pdgfrb
1417149_at,P4ha2
1417150_at,Slc6a4
1417151_a_at,Ntsr2
1417152_at,Nacc2
1417153_at,Nacc2
1417154_at,Slc25a14
1417155_at,Mycn
1417156_at,Krt19
1417157_at,Actr10
1417158_at,Zxdc
1417159_at,Zxdc
1417160_s_at,Wfdc18
1417161_at,Cdk2ap2
1417162_at,Tmbim1
1417163_at,Dusp10
1417164_at,Dusp10
1417165_at,Mbd2
1417166_at,Psip1
1417167_at,Exosc5
1417168_a_at,Usp2
1417169_at,Usp2
1417170_at,Lztfl1
1417171_at,Itk
1417172_at,Ube2l6
1417173_at,Atf6b
1417174_at,Tmem218
1417175_at,Csnk1e
1417176_at,Csnk1e
1417177_at,Galk1
1417178_at,Gipc2
1417179_at,Tspan5
1417180_at,Pcsk7
1417181_a_at,Kifap3
1417182_at,Dnaja2
1417183_at,Dnaja2
1417184_s_at,Hbb-bt///Hbb-bs///Hbb-b2///Hbb-b1
1417185_at,Ly6a
1417186_at,Ube2k
1417187_at,Ube2k
1417188_s_at,Ube2k
1417189_at,Psme2b///Psme2
1417190_at,Nampt
1417191_at,Dnajb9
1417192_at,Tomm70a
1417193_at,Sod2
1417194_at,Sod2
1417195_at,Wwc2
1417196_s_at,Wwc2
1417197_at,Wwc2
1417198_at,Wwc2
1417199_at,Tmem183a
1417200_at,Tmem183a
1417201_at,Nt5c2
1417202_s_at,Uba3
1417203_at,Ethe1
1417204_at,Kdelr2
1417205_at,Kdelr2
1417206_at,Urod
1417207_at,Dvl2
1417208_at,Amacr
1417209_at,Sertad2
1417210_at,Eif2s3y
1417211_a_at,1110032A03Rik
1417212_at,Fam195a
1417213_a_at,Rbm6
1417214_at,Rab27b
1417215_at,Rab27b
1417216_at,Pim2
1417217_at,Magel2
1417218_at,Calhm2
1417219_s_at,Tmsb10
1417220_at,Fah
1417221_at,Ppm1a
1417222_a_at,Tmem123
1417223_at,Cd2bp2
1417224_a_at,Cd2bp2
1417225_at,Arl6ip5
1417226_at,Fbxw4
1417227_at,Mccc1
1417228_at,Capn1
1417229_at,Capn1
1417230_at,Ralgps2
1417231_at,Cldn2
1417232_at,Cldn2
1417233_at,Chchd4
1417234_at,Mmp11
1417235_at,Ehd3
1417236_at,Ehd3
1417237_at,Pld2
1417238_at,Ewsr1
1417239_at,Cetn3
1417240_at,Zyx
1417241_at,Amz2
1417242_at,Gm5576///Eif4a3
1417243_at,Fam192a
1417244_a_at,Irf7
1417245_at,Gpr180
1417246_at,Pzp
1417247_at,AI597479
1417248_at,Ralbp1
1417249_at,Polm
1417250_at,Rlim
1417251_at,Palmd
1417252_at,Nt5c
1417253_at,Frg1
1417254_at,Spata5
1417255_at,Ift140
1417256_at,Mmp13
1417257_at,Cel
1417258_at,Cct5
1417259_a_at,Capzb
1417260_at,U2af2
1417261_at,Mbtd1
1417262_at,Ptgs2
1417263_at,Ptgs2
1417264_at,Coq5
1417265_s_at,Coq5
1417266_at,Ccl6
1417267_s_at,Fkbp11
1417268_at,Cd14
1417269_at,Cdk9
1417270_at,Wdr12
1417271_a_at,Eng
1417272_at,Fam114a1
1417273_at,Pdk4
1417274_at,Gm21559///Gm5161///Snrpa
1417275_at,Mal
1417276_at,Tulp2
1417277_at,Cyp4f16
1417278_a_at,Nkd1
1417279_at,Itpr1
1417280_at,Slc17a1
1417281_a_at,Mmp23
1417282_at,Mmp23
1417283_at,Lynx1
1417284_at,Mapkap1
1417285_a_at,Ndufa5
1417286_at,Ndufa5
1417287_at,H13
1417288_at,Plekha2
1417289_at,Plekha2
1417290_at,Lrg1
1417291_at,Tnfrsf1a
1417292_at,Ifi47
1417293_at,Hs6st1
1417294_at,Akr7a5
1417295_at,Mta1
1417296_at,Gm1862///Atf1
1417297_at,Itpr3
1417298_at,Ebpl
1417299_at,Nek2
1417300_at,Smpdl3b
1417301_at,Fzd6
1417302_at,Rcor2
1417303_at,Mvd
1417304_at,Chrd
1417305_at,Speg
1417306_at,Tyk2
1417307_at,Dmd
1417308_at,Pkm
1417309_at,Tob2
1417310_at,Tob2
1417311_at,Crip2
1417312_at,Dkk3
1417313_at,Lsm7
1417314_at,Cfb
1417315_at,Gripap1
1417316_at,Acot13
1417317_s_at,Gm14279///Gm10237///Gm10029///Gm11810///Ino80///Rpl35a
1417318_at,Brinp1
1417319_at,Nectin3
1417320_at,Grpel1
1417321_at,Zcchc7
1417322_at,Dohh
1417323_at,Psrc1
1417324_at,Mast2
1417325_at,Btrc
1417326_a_at,Anapc11
1417327_at,Cav2
1417328_at,Ercc1
1417329_at,Slc23a2
1417330_at,Slc23a2
1417331_a_at,Arl6
1417332_at,Rfx2
1417333_at,Rasa4
1417334_at,Stk19
1417335_at,Sult2b1
1417336_a_at,Sytl4
1417337_at,Epb42
1417338_at,Epb42
1417339_a_at,Dynll1
1417340_at,Gm12669///Glrx3
1417341_a_at,Ppp1r2
1417342_at,Ppp1r2
1417343_at,Fxyd6
1417344_at,Emc7
1417345_at,Emc7
1417346_at,Pycard
1417347_at,Pycard
1417348_at,2310039H08Rik
1417349_at,Bloc1s6
1417350_at,Bloc1s6
1417351_a_at,Snrpa1
1417352_s_at,Snrpa1
1417353_x_at,Snrpa1
1417354_at,Sil1
1417355_at,Peg3
1417356_at,Peg3
1417357_at,Emd
1417358_s_at,Sorbs1
1417359_at,Mfap2
1417360_at,Mlh1
1417361_at,Asb3
1417362_at,Rhcg
1417363_at,Zfp61
1417364_at,Gm29753///Eef1g
1417365_a_at,Calm3///Calm2///Calm1
1417366_s_at,Calm3///Calm2///Calm1
1417367_at,Ppp2ca
1417368_s_at,Ndufa2
1417369_at,Hsd17b4
1417370_at,Tff3
1417371_at,Peli1
1417372_a_at,Peli1
1417373_a_at,Tuba4a
1417374_at,Tuba4a
1417375_at,Tuba4a
1417376_a_at,Cadm1
1417377_at,Cadm1
1417378_at,Cadm1
1417379_at,Iqgap1
1417380_at,Iqgap1
1417381_at,C1qa
1417382_at,Entpd5
1417383_at,Entpd5
1417384_at,Entpd5
1417385_at,Npepps
1417386_at,Npepps
1417387_at,Med31
1417388_at,Bex2
1417389_at,Gpc1
1417390_at,Gpn1
1417391_a_at,Il16
1417392_a_at,Slc7a7
1417393_a_at,Fam132a
1417394_at,Klf4
1417395_at,Klf4
1417396_at,Podxl
1417397_at,Slc9a1
1417398_at,Rras2
1417399_at,Gas6
1417400_at,Rai14
1417401_at,Rai14
1417402_at,Smim11
1417403_at,Elovl6
1417404_at,Elovl6
1417405_at,Stard3
1417406_at,Sertad1
1417407_at,Fbxl14
1417408_at,F3
1417409_at,Jun
1417410_s_at,Prkci
1417411_at,Nap1l5
1417412_at,F8a
1417413_at,Cuzd1
1417414_at,Sept3
1417415_at,Slc6a3
1417416_at,Kcna1
1417417_a_at,Cox6a1
1417418_s_at,LOC101056141///Cox6a1
1417419_at,Ccnd1
1417420_at,Ccnd1
1417421_at,S100a1
1417422_at,Gnmt
1417423_at,Grina
1417424_at,Ier3ip1
1417425_at,Prkrip1
1417426_at,Srgn
1417427_at,Rnaseh2c
1417428_at,Gng3
1417429_at,Fmo1
1417430_at,Cdr2
1417431_a_at,Sphk2
1417432_a_at,Gnb1
1417433_at,Lypla2
1417434_at,Gpd2
1417435_at,Large
1417436_at,Large
1417437_at,Xrcc6
1417438_at,Rdh14
1417439_at,Cd248
1417440_at,Arid1a
1417441_at,Dnajc12
1417442_a_at,Pex3
1417443_at,Fam151a
1417444_at,E2f5
1417445_at,Ndc80
1417446_at,Slc12a4
1417447_at,Tcf21
1417448_at,Fam207a
1417449_at,Acot8
1417450_a_at,Tacc3
1417451_a_at,Gm9234///Ppia
1417452_a_at,Fau
1417453_at,Cul4b
1417454_at,Cul4b
1417455_at,Tgfb3
1417456_at,Gnpat
1417457_at,Cks2
1417458_s_at,Cks2
1417459_at,Dcpp1
1417460_at,Ifitm2
1417461_at,Cap1
1417462_at,Cap1
1417463_a_at,Lamtor1
1417464_at,Tnnc2
1417465_at,Fnta
1417466_at,Rgs5
1417467_a_at,Tada3
1417468_at,Nit1
1417469_at,Nit1
1417470_at,Apobec3
1417471_s_at,D1Ertd622e
1417472_at,Myh9
1417473_a_at,Gm8465///Ppcs
1417474_at,Ift46
1417475_at,Atp13a1
1417476_at,Fbxw5
1417477_at,Natd1
1417478_a_at,Ppp2r3c
1417479_at,Ppp2r3c
1417480_at,Fbxo9
1417481_at,Ramp1
1417482_at,Tex19.1
1417483_at,Nfkbiz
1417484_at,Ibsp
1417485_at,Ibsp
1417486_at,Shd
1417487_at,Fosl1
1417488_at,Fosl1
1417489_at,Npy2r
1417490_at,Ctsb
1417491_at,Ctsb
1417492_at,Ctsb
1417493_at,Bmi1
1417494_a_at,Cp
1417495_x_at,Cp
1417496_at,Cp
1417497_at,Cp
1417498_at,Serpinf2
1417499_at,Timm10
1417500_a_at,Tgm2
1417501_at,Fbxo6
1417502_at,Tspan7
1417503_at,Rfc2
1417504_at,Calb1
1417505_s_at,LOC100861969///Gm13305///Gm2002///Il11ra2///Il11ra1
1417506_at,Gmnn
1417507_at,Cyb561
1417508_at,Rnf19a
1417509_at,Rnf19a
1417510_at,Vps4a
1417511_at,Lyar
1417512_at,Evi5
1417513_at,Evi5
1417514_at,Ssx2ip
1417515_at,Lsm10
1417516_at,Ddit3
1417517_at,Plagl2
1417518_at,Plagl2
1417519_at,Plagl2
1417520_at,Nfe2l3
1417521_at,Efna2
1417522_at,Fbxo32
1417523_at,Plek
1417524_at,Cnih2
1417525_at,Hand1
1417526_at,Pcbp3
1417527_at,Ap3m2
1417528_at,Spag6l
1417529_at,Rab33a
1417530_a_at,Srp9
1417531_at,Cyp2j5
1417532_at,Cyp2j5
1417533_a_at,Itgb5
1417534_at,Itgb5
1417535_at,Fbxo25
1417536_at,Zmat2
1417537_at,Zmat2
1417538_at,Slc35a1
1417539_at,Slc35a1
1417540_at,Elf1
1417541_at,Hells
1417542_at,Rps6ka2
1417543_at,Rps6ka2
1417544_a_at,Flot2
1417545_at,Trpv4
1417546_at,Il2rb
1417547_at,Sart3
1417548_at,Sart3
1417549_at,Zfp68
1417550_a_at,Gsg1
1417551_at,Cln3
1417552_at,Fap
1417553_at,Plac1
1417554_at,Gm4450///Gm10681///Hsd3b4
1417555_at,Atad1
1417556_at,Fabp1
1417557_at,Ubxn6
1417558_at,Fyn
1417559_at,Sfxn1
1417560_at,Sfxn1
1417561_at,Apoc1
1417562_at,Eif4ebp1
1417563_at,Eif4ebp1
1417564_at,Med7
1417565_at,Abhd5
1417566_at,Abhd5
1417567_at,Ctnnbip1
1417568_at,Ncald
1417569_at,Ncald
1417570_at,Anapc1
1417571_at,Mpg
1417572_at,Mpg
1417573_at,Mmadhc
1417574_at,Cxcl12
1417575_at,Otub2
1417576_a_at,Otub2
1417577_at,Trpc3
1417578_a_at,Gmppa
1417579_x_at,Gmppa
1417580_s_at,Selenbp1
1417581_at,Dhodh
1417582_s_at,Dhodh
1417583_a_at,Utp3
1417584_at,Slc11a2
1417585_at,Nup210
1417586_at,Timeless
1417587_at,Timeless
1417588_at,Galnt3
1417589_at,Galnt3
1417590_at,Cyp27a1
1417591_at,Ptges2
1417592_at,Mtor
1417593_at,Tusc2
1417594_at,Gkap1
1417595_at,Meox1
1417596_at,B9d1
1417597_at,Cd28
1417598_a_at,Fxr1
1417599_at,Cd276
1417600_at,Slc15a2
1417601_at,Rgs1
1417602_at,Per2
1417603_at,Per2
1417604_at,Camk1
1417605_s_at,Camk1
1417606_a_at,Calr
1417607_at,Cox6a2
1417608_a_at,Rpl13a
1417609_at,Ube2a
1417610_at,Apoa5
1417611_at,Tmem37
1417612_at,Ier5
1417613_at,Ier5
1417614_at,Ckm
1417615_a_at,Rpl11
1417616_at,St6galnac2
1417617_at,St6galnac2
1417618_at,Itih2
1417619_at,Gadd45gip1
1417620_at,Rac2
1417621_at,Nfatc1
1417622_at,Slc12a2
1417623_at,Slc12a2
1417624_at,Nab1
1417625_s_at,Ackr3
1417626_at,Pde4dip
1417627_a_at,Limk1
1417628_at,Supt6
1417629_at,Prodh
1417630_at,Mknk1
1417631_at,Mknk1
1417632_at,Atp6v0a1
1417633_at,Sod3
1417634_at,Sod3
1417635_at,Spa17
1417636_at,Slc6a9
1417637_a_at,Hmg20b
1417638_at,Lefty1
1417639_at,Slc22a4
1417640_at,Cd79b
1417641_at,Galntl5
1417642_at,Aldh1a3
1417643_at,Rsph1
1417644_at,Sspn
1417645_at,Sspn
1417646_a_at,Snx5
1417647_at,Snx5
1417648_s_at,Snx5
1417649_at,Cdkn1c
1417650_at,Lao1
1417651_at,Cyp2c29
1417652_a_at,Tbca
1417653_at,Pvalb
1417654_at,Sdc4
1417655_a_at,Srrt
1417656_at,Mybl2
1417657_s_at,Dnajc2
1417658_at,Tbrg4
1417659_at,Vps29
1417660_s_at,Vps29
1417661_at,Rdm1
1417662_at,Elk3
1417663_a_at,Ndrg3
1417664_a_at,Ndrg3
1417665_a_at,Cpsf1
1417666_at,Dnttip1
1417667_a_at,Pter
1417668_at,Rtn4ip1
1417669_at,Abhd12
1417670_at,Timm44
1417671_at,Scly
1417672_at,Slc4a10
1417673_at,Grb14
1417674_s_at,Golga4
1417675_a_at,Mdn1
1417676_a_at,Ptpro
1417677_at,Opn3
1417678_at,Mmp24
1417679_at,Gfi1
1417680_at,Kcna5
1417681_at,Nudt21
1417682_a_at,Prss2
1417683_at,Diablo
1417684_at,Thumpd3
1417685_at,Ankfy1
1417686_at,Lgals12
1417687_at,Lgals12
1417688_at,Fam20c
1417689_a_at,Pdzk1ip1
1417690_at,Prkag1
1417691_at,Bin3
1417692_at,Drg2
1417693_a_at,Gab1
1417694_at,Gab1
1417695_a_at,Soat1
1417696_at,Soat1
1417697_at,Soat1
1417698_at,Gtf2f1
1417699_at,Gtf2f1
1417700_at,Rab38
1417701_at,Ppp1r14c
1417702_a_at,Hnmt
1417703_at,Nectin2
1417704_a_at,Arhgap6
1417705_at,Otub1
1417706_at,Naglu
1417707_at,N4bp2l1
1417708_at,Syt3
1417709_at,Cyp46a1
1417710_at,Mettl9
1417711_at,Gm9905
1417712_at,Eif2s2
1417713_at,Eif2s2
1417714_x_at,Hba-a2///Hba-a1
1417715_a_at,Got2
1417716_at,Got2
1417717_a_at,Tyr
1417718_at,Eif3g
1417719_at,Sap30
1417720_at,Polr2j
1417721_s_at,Laptm5
1417722_at,Pgls
1417723_at,Ube2j1
1417724_at,Alyref
1417725_a_at,Sssca1
1417726_at,Sssca1
1417727_at,Srsf9
1417728_at,Mbd3
1417729_at,Myh6
1417730_at,Ext1
1417731_at,Pqbp1
1417732_at,Anxa8
1417733_at,Rnf146
1417734_at,Akap8l
1417735_at,Mptx1
1417736_at,Smc6
1417737_at,Mrps31
1417738_at,Rab25
1417739_at,Med11
1417740_at,Cdc37l1
1417741_at,Pygl
1417742_a_at,Dmap1
1417743_at,Clk2
1417744_a_at,Ralb
1417745_at,Cpn1
1417746_at,Cplx1
1417747_at,Cplx1
1417748_x_at,Foxm1
1417749_a_at,Tjp1
1417750_a_at,Slc25a37
1417751_at,Stk10
1417752_at,Coro1c
1417753_at,Pkd2
1417754_at,Topors
1417755_at,Topors
1417756_a_at,Lsp1
1417757_at,Unc13b
1417758_at,Itga2b
1417759_at,Pfpl
1417760_at,Nr0b1
1417761_at,Apoa4
1417762_a_at,Rpl8
1417763_at,Ssr1
1417764_at,Ssr1
1417765_a_at,Amy1
1417766_at,Cyb5b
1417767_at,Cyb5b
1417768_at,Pnpla8
1417769_at,Psmc6
1417770_s_at,Psmc6
1417771_a_at,Psmc6
1417772_at,Grhpr
1417773_at,Nans
1417774_at,Nans
1417775_at,Polr1a
1417776_at,Azgp1
1417777_at,Ptgr1
1417778_at,Zfp35
1417779_at,Ntpcr
1417780_at,Cers4
1417781_at,Cers4
1417782_at,Cers4
1417783_at,Als2
1417784_at,Als2
1417785_at,Pla1a
1417786_a_at,Rgs19
1417787_at,Dkkl1
1417788_at,Sncg
1417789_at,Ccl11
1417790_at,Dok1
1417791_a_at,Zfp638
1417792_at,Zfp638
1417793_at,Irgm2
1417794_at,Zmym3
1417795_at,Chl1
1417796_at,Gps2
1417797_a_at,Kdf1
1417798_at,Kdf1
1417799_at,Atp6v1g2
1417800_at,Parp2
1417801_a_at,Ppfibp2
1417802_at,Sptssb
1417803_at,Sptssb
1417804_at,Rasgrp2
1417805_at,Xpnpep2
1417806_at,Popdc2
1417807_at,Ufsp1
1417808_at,2310050C09Rik
1417809_at,Slc22a18
1417810_a_at,Pacsin2///Kcnb1
1417811_at,Slc8b1
1417812_a_at,Lamb3
1417813_at,Ikbke
1417814_at,Pla2g5
1417815_a_at,Serinc3
1417816_s_at,Serinc3
1417817_a_at,Wwtr1
1417818_at,Wwtr1
1417819_at,Tor1b
1417820_at,Tor1b
1417821_at,D17H6S56E-5
1417822_at,D17H6S56E-5
1417823_at,Gcat///Galr3
1417824_at,Gcat///Galr3
1417825_at,Gm2904///Esd
1417826_at,Akr1e1
1417827_at,Ngly1
1417828_at,Aqp8
1417829_a_at,Rab15
1417830_at,Smc1a
1417831_at,Smc1a
1417832_at,Smc1a
1417833_at,Zc3h10
1417834_at,Synj2bp
1417835_at,Mug1
1417836_at,Gpx7
1417837_at,Phlda2
